ticker,name,exchange,category name,country,,,
KA8.F,Klassik Radio AG,FRA,Broadcasting - TV,France,,,
KAZI.PA,Orchestra-PrÃ©maman S.A.,PAR,Textile - Apparel Clothing,France,,,
KCO.F,Klöckner & Co SE,FRA,Steel & Iron,France,,,
LI.PA,Klepierre SA,PAR,REIT - Retail,France,,,
KNIA.F,Kuehne + Nagel International AG,FRA,Air Delivery & Freight Services,France,,,
SKB.F,Koenig & Bauer AG,FRA,Diversified Machinery,France,,,
KPN.F,Koninklijke KPN N.V.,FRA,Wireless Communications,France,,,
KSC.F,KPS AG,FRA,Business Services,France,,,
SDF.F,K+S Aktiengesellschaft,FRA,Chemicals - Major Diversified,France,,,
KSB.F,KSB Aktiengesellschaft,FRA,Diversified Machinery,France,,,
KSB3.F,KSB Aktiengesellschaft,FRA,Diversified Machinery,France,,,
KU2.F,KUKA Aktiengesellschaft,FRA,Diversified Machinery,France,,,
ULC.F,UNITEDLABELS Aktiengesellschaft,FRA,Apparel Stores,France,,,
LUS.F,Lang & Schwarz Aktiengesellschaft,FRA,Investment Brokerage - National,France,,,
LCR.F,Las Vegas Sands Corp.,FRA,Resorts & Casinos,France,,,
LCR.DE,Las Vegas Sands Corp.,FRA,Resorts & Casinos,France,,,
LDL.PA,Groupe LDLC,PAR,Specialty Retail, Other,France,,,
OSR.F,OSRAM Licht AG,FRA,Diversified Electronics,France,,,
LEI.F,Leifheit Aktiengesellschaft,FRA,Personal Products,France,,,
LEO.F,LEONI AG,FRA,Auto Parts,France,,,
LNC.PA,Les Nouveaux Constructeurs SA,PAR,Residential Construction,France,,,
LOR.DE,L'Oréal S.A.,FRA,Personal Products,France,,,
LOR.F,L'Oréal S.A.,FRA,Personal Products,France,,,
LOUP.PA,L.D.C. S.A.,PAR,Food - Major Diversified,France,,,
K1R.F,KROMI Logistik AG,FRA,Industrial Equipment Wholesale,France,,,
LOM.F,Lockheed Martin Corporation,FRA,Aerospace/Defense - Major Diversified,France,,,
LSX.F,LS Telcom AG,FRA,Wireless Communications,France,,,
SESG.PA,SES S.A.,PAR,Broadcasting - TV,France,,,
MF6.F,MagForce AG,FRA,Medical Appliances & Equipment,France,,,
MGA.F,Magna International Inc.,FRA,Auto Parts,France,,,
MBQ.F,Mobotix AG,FRA,Communication Equipment,France,,,
MDO.F,McDonald's Corporation,FRA,Restaurants,France,,,
MCE.F,medical columbus AG,FRA,Information Technology Services,France,,,
MDN.F,Medion AG,FRA,Electronic Equipment,France,,,
MED.F,MEDICLIN Aktiengesellschaft,FRA,Hospitals,France,,,
SPM.F,Splendid Medien AG,FRA,Entertainment - Diversified,France,,,
MGN.F,Mologen AG,FRA,Biotechnology,France,,,
MSF.DE,Microsoft Corporation,FRA,Business Software & Services,France,,,
M3B.F,Mic AG,FRA,Asset Management,France,,,
MLNEI.PA,News Invest,PAR,Conglomerates,France,,,
MLWEY.PA,Weya SA,PAR,Diversified Utilities,France,,,
MLP.F,MLP AG,FRA,Asset Management,France,,,
MLUMG.PA,Umalis Group,PAR,Staffing & Outsourcing Services,France,,,
MLHOT.PA,Hotelim Société Anonyme,PAR,Lodging,France,,,
MLORC.PA,Orclass Com,PAR,Specialty Retail, Other,France,,,
MLSEC.PA,SECURINFOR Société Anonyme,PAR,Information Technology Services,France,,,
MLCHE.PA,Cheops Technology France SA,PAR,Information Technology Services,France,,,
MLTEA.PA,SA Team,PAR,Aerospace/Defense - Major Diversified,France,,,
MLBAT.PA,Batla Minerals SA,PAR,Industrial Metals & Minerals,France,,,
MLMAD.PA,Made SA,PAR,Diversified Utilities,France,,,
MLVIS.PA,Visio Nerf,PAR,Diversified Machinery,France,,,
MLSOL.PA,Solia SA,PAR,Packaging & Containers,France,,,
MLPHO.PA,Photonike Capital SA,PAR,Diversified Utilities,France,,,
MLONL.PA,Onlineformapro S.A.,PAR,Internet Information Providers,France,,,
MLDEX.PA,DEBFLEX S.A.,PAR,Diversified Electronics,France,,,
MLFDV.PA,FD,PAR,Food Wholesale,France,,,
MLMNR.PA,MNR GROUP SA,PAR,Aerospace/Defense - Major Diversified,France,,,
MLCLP.PA,Colipays, S.A.,PAR,Specialty Retail, Other,France,,,
MLAAE.PA,Caire,PAR,Air Services, Other,France,,,
MLATV.PA,A Toute Vitesse SA,PAR,Business Services,France,,,
MLPGO.PA,PGO Automobiles S.A.,PAR,Auto Manufacturers - Major,France,,,
MOR.F,Morphosys AG,FRA,Biotechnology,France,,,
MONC.PA,Financiere Moncey SA,PAR,Conglomerates,France,,,
MPCK.F,MPC Münchmeyer Petersen Capital AG,FRA,Asset Management,France,,,
4I1.F,Philip Morris International Inc.,FRA,Tobacco Products, Other,France,,,
MRN.PA,Mersen S.A.,PAR,Diversified Electronics,France,,,
MSF.F,Microsoft Corporation,FRA,Business Software & Services,France,,,
MTT.F,Mattel, Inc.,FRA,Recreational Goods, Other,France,,,
MTE.F,Micron Technology, Inc.,FRA,Semiconductor- Memory Chips,France,,,
M4N.F,Muehlhan AG,FRA,Pollution & Treatment Controls,France,,,
GREV.PA,Musee Grevin,PAR,Entertainment - Diversified,France,,,
C1V.F,mVISE AG,FRA,Wireless Communications,France,,,
MZX.F,Masterflex SE,FRA,Rubber & Plastics,France,,,
NN6.F,NanoRepro AG,FRA,Medical Laboratories & Research,France,,,
N7G.F,Nanogate AG,FRA,Rubber & Plastics,France,,,
N2F.F,NanoFocus AG,FRA,Scientific & Technical Instruments,France,,,
NNS.F,Coreo AG,FRA,Asset Management,France,,,
NC5A.F,NorCom Information Technology AG,FRA,Business Services,France,,,
NDX1.F,Nordex SE,FRA,Diversified Machinery,France,,,
NMM.F,Newmont Mining Corporation,FRA,Gold,France,,,
NESR.F,Nestlé S.A.,FRA,Food - Major Diversified,France,,,
NFC.F,Netflix, Inc.,FRA,CATV Systems,France,,,
NXU.F,Nexus AG,FRA,Technical & System Software,France,,,
NMM.DE,Newmont Mining Corporation,FRA,Gold,France,,,
NTG.PA,Netgem SA,PAR,Communication Equipment,France,,,
NEM.F,Nemetschek SE,FRA,Technical & System Software,France,,,
NKE.F,NIKE, Inc.,FRA,Textile - Apparel Footwear & Accessories,France,,,
PHI1.F,Koninklijke Philips N.V.,FRA,Electronic Equipment,France,,,
OKL.F,Orkla ASA,FRA,Food - Major Diversified,France,,,
NOEJ.F,NORMA Group SE,FRA,Metal Fabrication,France,,,
NOT.F,Novartis AG,FRA,Drug Manufacturers - Major,France,,,
NOVA.F,Novo Nordisk A/S,FRA,Biotechnology,France,,,
OS3.F,Opera Software ASA,FRA,Technical & System Software,France,,,
NOA3.F,Nokia Corporation,FRA,Communication Equipment,France,,,
NSU.F,AUDI AG,FRA,Auto Manufacturers - Major,France,,,
SC2.F,Nuance Communications, Inc.,FRA,Technical & System Software,France,,,
NVD.F,NVIDIA Corporation,FRA,Semiconductor - Broad Line,France,,,
OBS.F,ORBIS AG,FRA,Business Services,France,,,
OPC.F,Occidental Petroleum Corporation,FRA,Independent Oil & Gas,France,,,
SACI.PA,Fiducial Office Solutions,PAR,Specialty Retail, Other,France,,,
P4O.F,Plan Optik AG,FRA,Scientific & Technical Instruments,France,,,
O4B.F,OVB Holding AG,FRA,Investment Brokerage - National,France,,,
INP.F,International Paper Company,FRA,Packaging & Containers,France,,,
UNP.F,Union Pacific Corporation,FRA,Railroads,France,,,
UIS.F,Uranium Participation Corporation,FRA,Industrial Metals & Minerals,France,,,
PARP.PA,Groupe Partouche SA,PAR,Resorts & Casinos,France,,,
PCE1.F,The Priceline Group Inc.,FRA,Recreational Goods, Other,France,,,
PES.F,Pearson plc,FRA,Publishing - Newspapers,France,,,
WHT.F,Whiting Petroleum Corporation,FRA,Independent Oil & Gas,France,,,
PEU.F,Peugeot S.A.,FRA,Auto Manufacturers - Major,France,,,
PEU.DE,Peugeot S.A.,FRA,Auto Manufacturers - Major,France,,,
WOPA.F,Woodside Petroleum Ltd,FRA,Independent Oil & Gas,France,,,
PFE.DE,Pfizer Inc.,FRA,Drug Manufacturers - Major,France,,,
PFE.F,Pfizer Inc.,FRA,Drug Manufacturers - Major,France,,,
S3F.F,Santhera Pharmaceuticals Holding AG,FRA,Biotechnology,France,,,
VX1.F,Vertex Pharmaceuticals Incorporated,FRA,Biotechnology,France,,,
RUSAL.PA,United Company RUSAL Plc,PAR,Aluminum,France,,,
PNE3.F,PNE Wind AG,FRA,Electric Utilities,France,,,
PSM.F,ProSiebenSat.1 Media SE,FRA,Broadcasting - TV,France,,,
PSAN.F,PSI Software AG,FRA,Business Software & Services,France,,,
TPE.F,PVA TePla AG,FRA,Diversified Machinery,France,,,
PWO.F,Progress Werk Oberkirch AG,FRA,Auto Parts,France,,,
PZS.F,Scherzer & Co. AG,FRA,Conglomerates,France,,,
RAA.F,RATIONAL Aktiengesellschaft,FRA,Industrial Equipment Wholesale,France,,,
RTN1.F,Raytheon Company,FRA,Aerospace/Defense - Major Diversified,France,,,
RHM.F,Rheinmetall AG,FRA,Diversified Machinery,France,,,
RIO1.F,Rio Tinto plc,FRA,Industrial Metals & Minerals,France,,,
RKET.F,Rocket Internet SE,FRA,Technical & System Software,France,,,
RPL.F,UPM-Kymmene Oyj,FRA,Paper & Paper Products,France,,,
RTC.F,RealTech AG,FRA,Information Technology Services,France,,,
RWE.F,RWE Aktiengesellschaft,FRA,Diversified Utilities,France,,,
RWE3.F,RWE Aktiengesellschaft,FRA,Diversified Utilities,France,,,
VALE3.PA,Vale S.A.,PAR,Industrial Metals & Minerals,France,,,
SLT.F,Schaltbau Holding AG,FRA,General Contractors,France,,,
SHF.F,SNP Schneider-Neureither & Partner AG,FRA,Business Software & Services,France,,,
SDT.PA,Visiodent S.A.,PAR,Healthcare Information Services,France,,,
SFO.F,Softship AG,FRA,Information Technology Services,France,,,
SFD1.F,Softline AG,FRA,Information Technology Services,France,,,
F3C.F,SFC Energy AG,FRA,Diversified Machinery,France,,,
SW1.F,SHW AG,FRA,Auto Parts,France,,,
SVE.F,Shareholder Value Beteiligungen AG,FRA,Business Services,France,,,
SIX3.F,Sixt SE,FRA,Rental & Leasing Services,France,,,
SIE.F,Siemens Aktiengesellschaft,FRA,Diversified Machinery,France,,,
SZZ.F,SinnerSchrader Aktiengesellschaft,FRA,Marketing Services,France,,,
SK1A.F,SKW Stahl-Metallurgie Holding AG,FRA,Chemicals - Major Diversified,France,,,
SNW2.F,Sanofi,FRA,Drug Manufacturers - Major,France,,,
SNW.F,Sanofi,FRA,Drug Manufacturers - Major,France,,,
SYT.F,Softing AG,FRA,Information Technology Services,France,,,
F3A.F,First Solar, Inc.,FRA,Diversified Utilities,France,,,
SRT.F,Sartorius Aktiengesellschaft,FRA,Scientific & Technical Instruments,France,,,
SRT3.F,Sartorius Aktiengesellschaft,FRA,Scientific & Technical Instruments,France,,,
WMT.F,Wal-Mart Stores, Inc.,FRA,Discount, Variety Stores,France,,,
SYK.F,Stryker Corporation,FRA,Medical Appliances & Equipment,France,,,
SZU.F,Südzucker AG,FRA,Confectioners,France,,,
SUR.F,Surteco SE,FRA,Paper & Paper Products,France,,,
UHRN.F,The Swatch Group AG,FRA,Jewelry Stores,France,,,
UHR.F,The Swatch Group AG,FRA,Jewelry Stores,France,,,
SWJ.F,Swisscom AG,FRA,Wireless Communications,France,,,
SWVK.F,SolarWorld Aktiengesellschaft,FRA,Diversified Utilities,France,,,
V3S.F,Vectron Systems AG,FRA,Technical & System Software,France,,,
SYZ.F,Syzygy AG,FRA,Information Technology Services,France,,,
SYM.F,Symantec Corporation,FRA,Technical & System Software,France,,,
LIO1.F,Sygnis AG,FRA,Medical Laboratories & Research,France,,,
SZG.F,Salzgitter Aktiengesellschaft,FRA,Steel & Iron,France,,,
TLX.F,Talanx Aktiengesellschaft,FRA,Property & Casualty Insurance,France,,,
TAYN.PA,Societe de Tayninh SA,PAR,Investment Brokerage - National,France,,,
TTK.F,TAKKT AG,FRA,Marketing Services,France,,,
TLI.F,TELES Aktiengesellschaft Informationstechnologien,FRA,Communication Equipment,France,,,
WSU.F,Washtec AG,FRA,Diversified Machinery,France,,,
TFI.PA,TF1 Group,PAR,Broadcasting - TV,France,,,
TIPI.PA,Tipiak Société Anonyme,PAR,Food - Major Diversified,France,,,
TIN.F,Baumot Group AG,FRA,Auto Parts,France,,,
TKA.F,ThyssenKrupp AG,FRA,Steel & Iron,France,,,
TOTB.F,TOTAL S.A.,FRA,Major Integrated Oil & Gas,France,,,
TOU.PA,Toupargel Groupe SA,PAR,Food Wholesale,France,,,
TOTA.F,TOTAL S.A.,FRA,Major Integrated Oil & Gas,France,,,
TPN.F,Triplan AG,FRA,General Contractors,France,,,
TTR1.F,Technotrans AG,FRA,Business Equipment,France,,,
UNIN.F,Unilever N.V.,FRA,Personal Products,France,,,
U6Z.F,Uranium Energy Corp.,FRA,Industrial Metals & Minerals,France,,,
UTC1.F,United Technologies Corporation,FRA,Aerospace/Defense - Major Diversified,France,,,
UZU.F,Uzin Utz AG,FRA,Specialty Chemicals,France,,,
UUU.F,3U Holding AG,FRA,Wireless Communications,France,,,
VAC.F,Vallourec SA,FRA,Steel & Iron,France,,,
VIH.F,VIB VermÃ¶gen AG,FRA,Real Estate Development,France,,,
VETO.PA,Vétoquinol SA,PAR,Drug Manufacturers - Major,France,,,
V3V.F,VITA 34 AG,FRA,Biotechnology,France,,,
V6C.F,Viscom AG,FRA,Scientific & Technical Instruments,France,,,
VVU.F,Vivendi SA,FRA,Wireless Communications,France,,,
VSC.F,4SC AG,FRA,Biotechnology,France,,,
VT9.F,VTG Aktiengesellschaft,FRA,Railroads,France,,,
WCH.F,Wacker Chemie AG,FRA,Chemicals - Major Diversified,France,,,
WEG1.F,Westgrund AG,FRA,Real Estate Development,France,,,
WIG1.F,_wige MEDIA AG,FRA,CATV Systems,France,,,
WLN.PA,Worldline S.A.,PAR,Business Services,France,,,
ENI1.F,Eni S.p.A.,FRA,Major Integrated Oil & Gas,France,,,
BAS.F,BASF SE,FRA,Chemicals - Major Diversified,France,,,
B5A.F,BAUER Aktiengesellschaft,FRA,General Contractors,France,,,
B8A.F,BAVARIA Industries Group AG,FRA,Asset Management,France,,,
BAYN.F,Bayer Aktiengesellschaft,FRA,Drug Manufacturers - Major,France,,,
3RB.F,Reckitt Benckiser Group plc,FRA,Personal Products,France,,,
BRM.F,Bristol-Myers Squibb Company,FRA,Drug Manufacturers - Major,France,,,
COK.F,Cancom SE,FRA,Information Technology Services,France,,,
CAT1.F,Caterpillar Inc.,FRA,Farm & Construction Machinery,France,,,
CAT1.DE,Caterpillar Inc.,FRA,Farm & Construction Machinery,France,,,
RE.PA,Colas SA,PAR,General Contractors,France,,,
CON.F,Continental Aktiengesellschaft,FRA,Auto Parts,France,,,
DEX.F,Delticom AG,FRA,Specialty Retail, Other,France,,,
F3A.DE,First Solar, Inc.,FRA,Diversified Utilities,France,,,
FIV.F,Fiserv, Inc.,FRA,Business Services,France,,,
FRA.F,Fraport AG,FRA,Heavy Construction,France,,,
FRE.F,Fresenius SE & Co. KGaA,FRA,Hospitals,France,,,
INH.F,INDUS Holding AG,FRA,General Building Materials,France,,,
INFY.PA,Infosys Limited,PAR,Information Technology Services,France,,,
INL.F,Intel Corporation,FRA,Semiconductor - Broad Line,France,,,
LIN.PA,Linedata Services S.A.,PAR,Technical & System Software,France,,,
LIN.F,Linde Aktiengesellschaft,FRA,Chemicals - Major Diversified,France,,,
MAN.F,MAN SE,FRA,Trucks & Other Vehicles,France,,,
MAN.PA,Manutan International SA,PAR,Business Services,France,,,
M5Z.F,Manz AG,FRA,Semiconductor Equipment & Materials,France,,,
M4I.F,Mastercard Incorporated,FRA,Credit Services,France,,,
M3V.F,MeVis Medical Solutions AG,FRA,Technical & System Software,France,,,
6MK.DE,Merck & Co., Inc.,FRA,Drug Manufacturers - Major,France,,,
6MK.F,Merck & Co., Inc.,FRA,Drug Manufacturers - Major,France,,,
MIGA.F,MicroStrategy Incorporated,FRA,Technical & System Software,France,,,
PRG.F,The Procter & Gamble Company,FRA,Personal Products,France,,,
SAP.F,SAP SE,FRA,Technical & System Software,France,,,
SAX.F,Ströer SE & Co. KGaA,FRA,Advertising Agencies,France,,,
S7MB.F,Securitas AB,FRA,Security & Protection Services,France,,,
SEFER.PA,SergeFerrari Group SA,PAR,General Building Materials,France,,,
SONA.DE,Sony Corporation,FRA,Electronic Equipment,France,,,
ST5.F,STEICO SE,FRA,Diversified Machinery,France,,,
USX1.F,United States Steel Corporation,FRA,Steel & Iron,France,,,
2GB.F,2G energy AG,FRA,Diversified Machinery,France,,,
A7A.F,FinLab AG,FRA,Asset Management,France,,,
